DATE,GSLOOK,GSWS01,GSWS02,GSWS03,GSWS08,GSWS09,GSWS10,GSWSMC,date,year,month,WATERYEAR
2014-06-12,1.5415805796e-05,4.5263429784e-06,1.1108126729600002e-05,8.254562678000001e-06,7.314307856400001e-06,6.035123971200001e-06,3.2362258976000003e-06,1.39726239768e-05,,2014,6,2014
2014-06-13,1.7711776872000005e-05,6.428719012800001e-06,1.3589962130800005e-05,1.0834796839600002e-05,8.9214876096e-06,7.467372594800002e-06,5.7289944944000006e-06,1.83568354124e-05,,2014,6,2014
2014-06-14,1.6290461444000003e-05,5.029269976000001e-06,1.13377238372e-05,9.0526859568e-06,7.762568876e-06,6.330320252400001e-06,3.1596935284e-06,1.5470471774000002e-05,,2014,6,2014
2014-06-15,1.5415805796e-05,4.6028753476e-06,1.07363980792e-05,8.571625350400001e-06,7.183109509200001e-06,5.663395320800001e-06,2.7332989000000004e-06,1.4191287888800003e-05,,2014,6,2014
2014-06-16,1.6290461444000003e-05,5.2151343012000015e-06,1.14907885756e-05,9.391615020400002e-06,7.773502071600001e-06,6.581783751200001e-06,3.6298209392e-06,1.67933884416e-05,,2014,6,2014
2014-06-17,2.0445075772000004e-05,5.696194907600001e-06,1.17313188788e-05,9.457214194e-06,9.7414772796e-06,7.336174247600002e-06,4.001549589600001e-06,1.88269628232e-05,,2014,6,2014
2014-06-18,1.6837121224000003e-05,4.679407716800001e-06,1.05177341672e-05,8.484159785600001e-06,8.014032374800001e-06,6.133522731600001e-06,2.8754304428000007e-06,1.5929665989200003e-05,,2014,6,2014
2014-06-19,1.5415805796e-05,4.121814741200001e-06,9.960141191600003e-06,7.8500344408e-06,7.030044770800001e-06,4.745006890400001e-06,2.4162362276000005e-06,1.44646177788e-05,,2014,6,2014
2014-06-20,1.4541150148000002e-05,3.8922176336000005e-06,9.577479345600002e-06,7.4455062036000016e-06,6.472451795200001e-06,4.504476587200001e-06,2.3506370540000004e-06,1.3644628108800004e-05,,2014,6,2014
2014-06-21,1.4103822324000005e-05,3.717286504000001e-06,9.446280998400002e-06,7.194042704800001e-06,6.1007231448000014e-06,4.559142565200001e-06,2.1975723156000004e-06,1.3054235546400002e-05,,2014,6,2014
2014-06-22,1.3666494500000002e-05,3.4002238316000003e-06,9.238550282e-06,6.8441804456000015e-06,5.772727276800001e-06,4.045282372000001e-06,2.1210399464000003e-06,1.2452909788400002e-05,,2014,6,2014
2014-06-23,1.3119834720000002e-05,3.2580922888000003e-06,8.790289262400002e-06,6.669249316e-06,5.4993973868000005e-06,3.881284438e-06,1.8695764476000003e-06,1.1971849182e-05,,2014,6,2014
2014-06-24,1.2682506896000002e-05,3.3455578536000005e-06,8.495092981200002e-06,6.428719012800001e-06,5.3572658440000005e-06,3.542355374400001e-06,1.9570420124000003e-06,1.1742252074400004e-05,,2014,6,2014
2014-06-25,1.3119834720000002e-05,4.1764807192e-06,9.5009469764e-06,7.281508269600002e-06,5.772727276800001e-06,4.274879479600001e-06,4.099948350000001e-06,1.3240099871600002e-05,,2014,6,2014
2014-06-26,1.5853133620000002e-05,4.799672868400001e-06,9.719610888400002e-06,8.0796315484e-06,7.347107443200001e-06,5.3681990396e-06,4.537276174000001e-06,1.7996039957600002e-05,,2014,6,2014
2014-06-27,2.1319731420000003e-05,8.0249655704e-06,1.4705148082000005e-05,1.3436897392400004e-05,9.861742431200002e-06,7.926566810000001e-06,9.4790805852e-06,2.8743371232400003e-05,,2014,6,2014
2014-06-28,2.0882403596e-05,5.258867083600001e-06,1.0178805103600002e-05,8.691890502000002e-06,9.1729511084e-06,5.2151343012000015e-06,5.247933888000001e-06,2.5047951119600003e-05,,2014,6,2014
2014-06-29,1.7711776872000005e-05,4.187413914800001e-06,8.844955240400001e-06,7.500172181600002e-06,7.8500344408e-06,4.274879479600001e-06,3.8922176336000005e-06,2.1461862962800004e-05,,2014,6,2014
2014-06-30,1.5853133620000002e-05,3.640754134800001e-06,8.429493807600001e-06,6.997245184000001e-06,6.9863119884000005e-06,4.2639462840000006e-06,3.1815599196e-06,1.9122159104400005e-05,,2014,6,2014
2014-07-01,1.4541150148000002e-05,3.4548898096000004e-06,8.276429069200002e-06,6.767648076400001e-06,6.3084538612e-06,4.0562155676000005e-06,3.4330234184000003e-06,1.7186983483200004e-05,,2014,7,2014
2014-07-02,1.4103822324000005e-05,3.3018250712000004e-06,8.014032374800001e-06,6.505251382000001e-06,6.013257580000001e-06,4.64660813e-06,4.384211435600001e-06,1.6115530314400003e-05,,2014,7,2014
2014-07-03,1.3119834720000002e-05,3.2143595064000007e-06,7.817234854000002e-06,6.2428546876000005e-06,5.925792015200002e-06,4.493543391600001e-06,4.2202135016000005e-06,1.5076876732400003e-05,,2014,7,2014
2014-07-04,1.2682506896000002e-05,3.0503615724000007e-06,7.6095041376000015e-06,6.1444559272000015e-06,5.575929756000001e-06,4.340478653200001e-06,4.023415980800001e-06,1.44646177788e-05,,2014,7,2014
2014-07-05,1.2245179072000005e-05,2.809831269200001e-06,7.336174247600002e-06,5.871126037200001e-06,5.2151343012000015e-06,4.121814741200001e-06,3.728219699600001e-06,1.3797692847200002e-05,,2014,7,2014
2014-07-06,1.1807851248000002e-05,2.623966944000001e-06,7.226842291600001e-06,5.663395320800001e-06,5.0074035848000014e-06,3.957816807200001e-06,3.5751549612000007e-06,1.32728994584e-05,,2014,7,2014
2014-07-07,1.1370523424e-05,2.5255681836000008e-06,7.128443531200001e-06,5.554063364800001e-06,4.832472455200001e-06,3.7938188732e-06,3.465823005200001e-06,1.2769972460800002e-05,,2014,7,2014
2014-07-08,1.0933195600000002e-05,2.4709022056e-06,6.953512401600001e-06,5.466597800000001e-06,4.64660813e-06,3.695420112800001e-06,3.3674242448000006e-06,1.2354511028e-05,,2014,7,2014
2014-07-09,1.038653582e-05,2.3615702496000004e-06,6.734848489600001e-06,5.3353994528000005e-06,4.482610196000001e-06,3.5860881568000007e-06,3.1815599196e-06,1.1807851248000002e-05,,2014,7,2014
2014-07-10,9.949207996000002e-06,2.2085055112000005e-06,6.527117773200001e-06,5.105802345200001e-06,4.362345044400001e-06,3.3783574404e-06,3.0066287900000006e-06,1.1162792707600002e-05,,2014,7,2014
2014-07-11,9.949207996000002e-06,2.295971076e-06,6.472451795200001e-06,4.996470389200001e-06,4.1983471104e-06,3.4111570272000007e-06,3.061294768000001e-06,1.06270661232e-05,,2014,7,2014
2014-07-12,9.511880172e-06,2.1975723156000004e-06,6.341253448000001e-06,4.952737606800001e-06,4.0562155676000005e-06,3.3455578536000005e-06,2.919163225200001e-06,9.982007582800002e-06,,2014,7,2014
2014-07-13,9.511880172e-06,2.2850378804e-06,6.384986230400001e-06,5.160468323200001e-06,4.023415980800001e-06,3.3892906360000006e-06,2.9300964208000004e-06,9.5009469764e-06,,2014,7,2014
2014-07-14,9.074552348000002e-06,2.1210399464000003e-06,6.1444559272000015e-06,4.952737606800001e-06,3.9250172204e-06,3.2143595064000007e-06,2.6786329220000003e-06,9.2276170864e-06,,2014,7,2014
2014-07-15,9.074552348000002e-06,1.8695764476000003e-06,5.925792015200002e-06,4.679407716800001e-06,3.728219699600001e-06,2.8316976604000006e-06,2.4053030320000005e-06,8.844955240400001e-06,,2014,7,2014
2014-07-16,8.637224524000002e-06,1.7383781004000002e-06,5.7617940812e-06,4.504476587200001e-06,3.6298209392e-06,2.6676997264e-06,2.3615702496000004e-06,8.604424937200002e-06,,2014,7,2014
2014-07-17,8.199896700000001e-06,1.5962465576000003e-06,5.641528929600001e-06,4.373278240000001e-06,3.5204889832000005e-06,2.5255681836000008e-06,2.2741046848e-06,8.298295460400001e-06,,2014,7,2014
2014-07-18,8.199896700000001e-06,1.5525137752000002e-06,5.477530995600001e-06,4.307679066400001e-06,3.3783574404e-06,2.5037017924000007e-06,2.2631714892e-06,8.1670971132e-06,,2014,7,2014
2014-07-19,7.762568876e-06,1.5415805796e-06,5.390065430800001e-06,4.285812675200001e-06,3.2799586800000004e-06,2.4709022056e-06,2.1866391200000004e-06,8.1233643308e-06,,2014,7,2014
2014-07-20,7.762568876e-06,1.5525137752000002e-06,5.324466257200001e-06,4.285812675200001e-06,3.2143595064000007e-06,2.4490358144e-06,2.2194387068000005e-06,7.981232788e-06,,2014,7,2014
2014-07-21,7.762568876e-06,1.8149104696e-06,5.280733474800001e-06,4.296745870800001e-06,3.1378271372e-06,2.6567665308e-06,2.3943698364000005e-06,7.828168049600001e-06,,2014,7,2014
2014-07-22,7.762568876e-06,1.9570420124000003e-06,5.3135330616e-06,4.493543391600001e-06,3.1596935284e-06,2.842630856e-06,2.5037017924000007e-06,8.593491741600002e-06,,2014,7,2014
2014-07-23,1.1807851248000002e-05,3.1050275504000004e-06,7.489238986000002e-06,7.161243118000002e-06,6.4833849908e-06,4.2202135016000005e-06,4.253013088400001e-06,1.4814480038000004e-05,,2014,7,2014
2014-07-24,1.0933195600000002e-05,2.3397038584000003e-06,5.816460059200001e-06,5.073002758400001e-06,4.504476587200001e-06,3.4439566140000008e-06,2.842630856e-06,1.0189738299200003e-05,,2014,7,2014
2014-07-25,8.637224524000002e-06,1.8586432520000005e-06,5.3353994528000005e-06,4.559142565200001e-06,3.706353308400001e-06,2.766098486800001e-06,2.3069042716000003e-06,8.768422871200003e-06,,2014,7,2014
2014-07-26,8.199896700000001e-06,1.6727789268000005e-06,5.083935954000001e-06,4.307679066400001e-06,3.3892906360000006e-06,2.5365013792000004e-06,2.1429063376000003e-06,8.221763091200002e-06,,2014,7,2014
2014-07-27,7.762568876e-06,1.6290461444000002e-06,4.909004824400001e-06,4.1983471104e-06,3.1815599196e-06,2.438102618800001e-06,2.1101067508e-06,7.970299592400001e-06,,2014,7,2014
2014-07-28,7.762568876e-06,1.5306473840000006e-06,4.799672868400001e-06,4.067148763200001e-06,3.0394283768000003e-06,2.2850378804e-06,1.9679752080000003e-06,7.817234854000002e-06,,2014,7,2014
2014-07-29,7.2159090960000015e-06,1.3666494500000002e-06,4.6247417388e-06,3.8594180468e-06,2.9082300296000004e-06,2.077307164e-06,1.8149104696e-06,7.368973834400002e-06,,2014,7,2014
2014-07-30,7.2159090960000015e-06,1.2354511028e-06,4.4607438048e-06,3.750086090800001e-06,2.7551652912000005e-06,1.9351756212e-06,1.6618457312000002e-06,7.0519111620000015e-06,,2014,7,2014
2014-07-31,6.778581272000001e-06,1.147985538e-06,4.373278240000001e-06,3.6298209392e-06,2.6567665308e-06,1.7821108828000003e-06,1.6071797532000003e-06,6.8004476632000005e-06,,2014,7,2014
2014-08-01,6.778581272000001e-06,1.0714531688000002e-06,4.253013088400001e-06,3.553288570000001e-06,2.4927685968000003e-06,1.6181129488e-06,1.5306473840000006e-06,6.603650142400001e-06,,2014,8,2014
2014-08-02,6.778581272000001e-06,1.038653582e-06,4.143681132400001e-06,3.509555787600001e-06,2.4053030320000005e-06,1.6181129488e-06,1.4431818192000002e-06,6.384986230400001e-06,,2014,8,2014
2014-08-03,6.341253448000001e-06,1.1042527556000002e-06,3.9687500028e-06,3.509555787600001e-06,2.3397038584000003e-06,1.5853133620000005e-06,1.4431818192000002e-06,6.2647210788000005e-06,,2014,8,2014
2014-08-04,6.341253448000001e-06,1.1807851248000002e-06,3.8922176336000005e-06,3.509555787600001e-06,2.2850378804e-06,1.5853133620000005e-06,1.3994490368000005e-06,6.188188709600001e-06,,2014,8,2014
2014-08-05,6.341253448000001e-06,1.1151859512e-06,3.8047520688000008e-06,3.465823005200001e-06,2.1647727288000004e-06,1.4869146016000005e-06,1.3557162544000002e-06,5.947658406400001e-06,,2014,8,2014
2014-08-06,5.903925624000001e-06,9.730544084e-07,3.7610192864e-06,3.3564910492e-06,2.0663739684e-06,1.3775826456000002e-06,1.2901170808000002e-06,5.827393254800001e-06,,2014,8,2014
2014-08-07,5.903925624000001e-06,9.402548216e-07,3.7828856776e-06,3.3236914624000005e-06,2.0226411860000004e-06,1.3119834720000005e-06,1.2573174940000002e-06,5.663395320800001e-06,,2014,8,2014
2014-08-08,5.903925624000001e-06,8.637224524000001e-07,3.728219699600001e-06,3.2362258976000003e-06,1.9242424256e-06,1.2026515160000002e-06,1.1807851248000002e-06,5.5649965604000015e-06,,2014,8,2014
2014-08-09,5.903925624000001e-06,8.746556480000001e-07,3.706353308400001e-06,3.2143595064000007e-06,1.8805096432e-06,1.2463842984e-06,1.1261191468000005e-06,5.521263778000001e-06,,2014,8,2014
2014-08-10,5.903925624000001e-06,8.637224524000001e-07,3.5860881568000007e-06,3.1815599196e-06,1.7711776872000005e-06,1.2245179072e-06,1.0933195600000002e-06,5.379132235200001e-06,,2014,8,2014
2014-08-11,5.466597800000001e-06,8.746556480000001e-07,3.553288570000001e-06,3.0940943548000004e-06,1.6946453180000003e-06,1.1807851248000002e-06,1.1042527556000002e-06,5.2698002792e-06,,2014,8,2014
2014-08-12,5.903925624000001e-06,9.949207996000002e-07,3.662620526000001e-06,3.2252927020000003e-06,1.7383781004000002e-06,1.3557162544000002e-06,1.421315428e-06,5.204201105600001e-06,,2014,8,2014
2014-08-13,5.903925624000001e-06,1.3338498632e-06,3.728219699600001e-06,3.3892906360000006e-06,1.9242424256e-06,1.5962465576000003e-06,1.5853133620000005e-06,5.204201105600001e-06,,2014,8,2014
2014-08-14,6.341253448000001e-06,1.3994490368000005e-06,3.9250172204e-06,3.728219699600001e-06,2.252238293600001e-06,1.5743801664000005e-06,1.7274449048000002e-06,6.527117773200001e-06,,2014,8,2014
2014-08-15,5.903925624000001e-06,1.1370523424e-06,3.5970213524000007e-06,3.3564910492e-06,1.9351756212e-06,1.2354511028e-06,1.3119834720000005e-06,5.630595734000001e-06,,2014,8,2014
2014-08-16,5.466597800000001e-06,9.621212128e-07,3.4111570272000007e-06,3.1268939416000005e-06,1.7930440784000003e-06,1.038653582e-06,1.1042527556000002e-06,5.324466257200001e-06,,2014,8,2014
2014-08-17,5.466597800000001e-06,8.527892568000002e-07,3.334624658e-06,3.0066287900000006e-06,1.7930440784000003e-06,9.621212128e-07,1.0495867776e-06,5.204201105600001e-06,,2014,8,2014
2014-08-18,5.466597800000001e-06,8.090564744000001e-07,3.2690254844000004e-06,2.9519628120000005e-06,1.7711776872000005e-06,9.839876040000002e-07,9.730544084e-07,5.083935954000001e-06,,2014,8,2014
2014-08-19,5.466597800000001e-06,7.762568876000001e-07,3.2143595064000007e-06,2.8644972472000003e-06,1.7493112960000002e-06,9.29321626e-07,9.402548216e-07,5.0183367804e-06,,2014,8,2014
2014-08-20,5.466597800000001e-06,7.981232788000002e-07,3.1924931152000006e-06,2.8207644648000006e-06,1.6946453180000003e-06,8.855888436000001e-07,9.402548216e-07,4.952737606800001e-06,,2014,8,2014
2014-08-21,5.029269976000001e-06,7.981232788000002e-07,3.1050275504000004e-06,2.798898073600001e-06,1.5306473840000006e-06,8.746556480000001e-07,8.746556480000001e-07,4.8980716288e-06,,2014,8,2014
2014-08-22,5.029269976000001e-06,7.325241052000001e-07,3.0722279636000008e-06,2.744232095600001e-06,1.4541150148000002e-06,8.309228656000001e-07,8.418560612000001e-07,4.745006890400001e-06,,2014,8,2014
2014-08-23,5.029269976000001e-06,7.325241052000001e-07,3.061294768000001e-06,2.6895661176000003e-06,1.4541150148000002e-06,8.418560612000001e-07,8.199896700000001e-07,4.657541325600001e-06,,2014,8,2014
2014-08-24,5.029269976000001e-06,6.669249316000001e-07,3.0394283768000003e-06,2.623966944000001e-06,1.3666494500000002e-06,7.762568876000001e-07,7.543904964000002e-07,4.5919421520000005e-06,,2014,8,2014
2014-08-25,5.029269976000001e-06,6.013257580000001e-07,2.962896007600001e-06,2.5802341616000005e-06,1.1917183204000002e-06,7.106577140000001e-07,6.887913228000001e-07,4.537276174000001e-06,,2014,8,2014
2014-08-26,5.029269976000001e-06,5.685261712e-07,2.9300964208000004e-06,2.547434574800001e-06,1.0167871908000002e-06,6.887913228000001e-07,7.434573008000001e-07,4.384211435600001e-06,,2014,8,2014
2014-08-27,4.5919421520000005e-06,,2.8644972472000003e-06,2.5146349880000003e-06,9.839876040000002e-07,6.450585404000001e-07,6.778581272000001e-07,4.340478653200001e-06,,2014,8,2014
2014-08-28,4.5919421520000005e-06,,2.798898073600001e-06,2.4818354012e-06,9.29321626e-07,6.231921492000001e-07,6.887913228000001e-07,4.340478653200001e-06,,2014,8,2014
2014-08-29,4.5919421520000005e-06,,2.744232095600001e-06,2.4818354012e-06,9.29321626e-07,6.231921492000001e-07,6.997245184000001e-07,4.318612262000001e-06,,2014,8,2014
2014-08-30,5.029269976000001e-06,,3.1050275504000004e-06,2.8535640516000007e-06,1.1807851248000002e-06,9.074552348e-07,1.1261191468000005e-06,5.0183367804e-06,,2014,8,2014
2014-08-31,5.466597800000001e-06,,3.0394283768000003e-06,2.8316976604000006e-06,1.1807851248000002e-06,1.2135847116000005e-06,1.038653582e-06,5.0511363672000015e-06,,2014,8,2014
2014-09-01,5.029269976000001e-06,,2.7332989000000004e-06,2.6349001396e-06,9.839876040000002e-07,8.637224524000001e-07,8.418560612000001e-07,4.745006890400001e-06,,2014,9,2014
2014-09-02,4.5919421520000005e-06,,2.6021005528000005e-06,2.5255681836000008e-06,9.074552348e-07,7.434573008000001e-07,7.871900832000001e-07,4.559142565200001e-06,,2014,9,2014
2014-09-03,4.5919421520000005e-06,,2.4927685968000003e-06,2.4271694232000005e-06,8.527892568000002e-07,6.559917360000001e-07,7.434573008000001e-07,4.537276174000001e-06,,2014,9,2014
2014-09-04,4.5919421520000005e-06,,2.4271694232000005e-06,2.3397038584000003e-06,7.981232788000002e-07,6.122589536e-07,7.106577140000001e-07,4.504476587200001e-06,,2014,9,2014
2014-09-05,4.482610196000001e-06,,2.3178374672000003e-06,2.295971076e-06,7.434573008000001e-07,5.029269976000001e-07,6.450585404000001e-07,4.4607438048e-06,,2014,9,2014
2014-09-06,4.373278240000001e-06,,2.1866391200000004e-06,2.2085055112000005e-06,6.887913228000001e-07,,5.794593668000001e-07,4.384211435600001e-06,,2014,9,2014
2014-09-07,,,2.1757059244000004e-06,2.1319731420000003e-06,,,,4.318612262000001e-06,,2014,9,2014
2014-09-08,,,2.1757059244000004e-06,,,,,4.307679066400001e-06,,2014,9,2014
2014-09-09,,,2.0445075772000005e-06,,,,,4.231146697200001e-06,,2014,9,2014
2014-09-10,,,,,,,,,,2014,9,2014
2014-09-11,,,,,,,,,,2014,9,2014
2014-09-12,,,,,,,,,,2014,9,2014
2014-09-13,,,,,,,,,,2014,9,2014
2014-09-14,,,,,,,,,,2014,9,2014
2014-09-15,,,,,,,,,,2014,9,2014
2014-09-16,,,,,,,,,,2014,9,2014
2014-09-17,,,,,,,,,,2014,9,2014
2014-09-18,,,,,,,,,,2014,9,2014
2014-09-19,,,,,,,,,,2014,9,2014
2014-09-20,,,,,,,,,,2014,9,2014
2014-09-21,,,,,,,,,,2014,9,2014
2014-09-22,,,,,,,,,,2014,9,2014
2014-09-23,,,,,,,,,,2014,9,2014
2014-09-24,,,,,,,,,,2014,9,2014
2014-09-25,,,,,,,,,,2014,9,2014
2014-09-26,,,,,,,,,,2014,9,2014
2014-09-27,,,,,,,,,,2014,9,2014
2014-09-28,,,,,,,,,,2014,9,2014
2014-09-29,,,,,,,,,,2014,9,2014
2014-09-30,,,,,,,,,,2014,9,2014
2014-10-01,,,,,,,,,,2014,10,2015
2014-10-02,,,,,,,,,,2014,10,2015
2014-10-03,,,,,,,,,,2014,10,2015
2014-10-04,,,,,,,,,,2014,10,2015
2014-10-05,,,,,,,,,,2014,10,2015
2014-10-06,,,,,,,,,,2014,10,2015
2014-10-07,,,,,,,,,,2014,10,2015
2014-10-08,,,,,,,,,,2014,10,2015
2014-10-09,,,,,,,,,,2014,10,2015
2014-10-10,,,,,,,,,,2014,10,2015
2014-10-11,,,,,,,,,,2014,10,2015
2014-10-12,,,,,,,,,,2014,10,2015
2014-10-13,,,,,,,,,,2014,10,2015
2014-10-14,,,,,,,,,,2014,10,2015
2014-10-15,,,,,,,,,,2014,10,2015
2014-10-16,,,,,,,,,,2014,10,2015
2014-10-17,,,,,,,,,,2014,10,2015
2014-10-18,,,,,,,,,,2014,10,2015
2014-10-19,,,,,,,,,,2014,10,2015
2014-10-20,,,,,,,,,,2014,10,2015
2014-10-21,,,,,,,,,,2014,10,2015
2014-10-22,,,,,,,,,,2014,10,2015
2014-10-23,,,,,,,,,,2014,10,2015
2014-10-24,,,,,,,,,,2014,10,2015
2014-10-25,,,,,,,,,,2014,10,2015
2014-10-26,,,,,,,,,,2014,10,2015
2014-10-27,,,,,,,,,,2014,10,2015
2014-10-28,,,,,,,,,,2014,10,2015
2014-10-29,,,,,,,,,,2014,10,2015
2014-10-30,,,,,,,,,,2014,10,2015
2014-10-31,,,,,,,,,,2014,10,2015
2014-11-01,,,,,,,,,,2014,11,2015
2014-11-02,,,,,,,,,,2014,11,2015
2014-11-03,,,,,,,,,,2014,11,2015
2014-11-04,,,,,,,,,,2014,11,2015
2014-11-05,,,,,,,,,,2014,11,2015
2014-11-06,,,,,,,,,,2014,11,2015
2014-11-07,,,,,,,,,,2014,11,2015
2014-11-08,,,,,,,,,,2014,11,2015
2014-11-09,,,,,,,,,,2014,11,2015
2014-11-10,,,,,,,,,,2014,11,2015
2014-11-11,,,,,,,,,,2014,11,2015
2014-11-12,,,,,,,,,,2014,11,2015
2014-11-13,,,,,,,,,,2014,11,2015
2014-11-14,,,,,,,,,,2014,11,2015
2014-11-15,,,,,,,,,,2014,11,2015
2014-11-16,,,,,,,,,,2014,11,2015
2014-11-17,,,,,,,,,,2014,11,2015
2014-11-18,,,,,,,,,,2014,11,2015
2014-11-19,,,,,,,,,,2014,11,2015
2014-11-20,,,,,,,,,,2014,11,2015
2014-11-21,,,,,,,,,,2014,11,2015
2014-11-22,,,,,,,,,,2014,11,2015
2014-11-23,,,,,,,,,,2014,11,2015
2014-11-24,,,,,,,,,,2014,11,2015
2014-11-25,,,,,,,,,,2014,11,2015
2014-11-26,,,,,,,,,,2014,11,2015
2014-11-27,,,,,,,,,,2014,11,2015
2014-11-28,,,,,,,,,,2014,11,2015
2014-11-29,,,,,,,,,,2014,11,2015
2014-11-30,,,,,,,,,,2014,11,2015
2014-12-01,,,,,,,,,,2014,12,2015
2014-12-02,,,,,,,,,,2014,12,2015
2014-12-03,,,,,,,,,,2014,12,2015
2014-12-04,,,,,,,,,,2014,12,2015
2014-12-05,,,,,,,,,,2014,12,2015
2014-12-06,,,,,,,,,,2014,12,2015
2014-12-07,,,,,,,,,,2014,12,2015
2014-12-08,,,,,,,,,,2014,12,2015
2014-12-09,,,,,,,,,,2014,12,2015
2014-12-10,,,,,,,,,,2014,12,2015
2014-12-11,,,,,,,,,,2014,12,2015
2014-12-12,,,,,,,,,,2014,12,2015
2014-12-13,,,,,,,,,,2014,12,2015
2014-12-14,,,,,,,,,,2014,12,2015
2014-12-15,,,,,,,,,,2014,12,2015
2014-12-16,,,,,,,,,,2014,12,2015
2014-12-17,,,,,,,,,,2014,12,2015
2014-12-18,,,,,,,,,,2014,12,2015
2014-12-19,,,,,,,,,,2014,12,2015
2014-12-20,,,,,,,,,,2014,12,2015
2014-12-21,,,,,,,,,,2014,12,2015
2014-12-22,,,,,,,,,,2014,12,2015
2014-12-23,,,,,,,,,,2014,12,2015
2014-12-24,,,,,,,,,,2014,12,2015
2014-12-25,,,,,,,,,,2014,12,2015
2014-12-26,,,,,,,,,,2014,12,2015
2014-12-27,,,,,,,,,,2014,12,2015
2014-12-28,,,,,,,,,,2014,12,2015
2014-12-29,,,,,,,,,,2014,12,2015
2014-12-30,,,,,,,,,,2014,12,2015
2014-12-31,,,,,,,,,,2014,12,2015
2015-01-01,,,,,,,,,,2015,1,2015
2015-01-02,,,,,,,,,,2015,1,2015
2015-01-03,,,,,,,,,,2015,1,2015
2015-01-04,,,,,,,,,,2015,1,2015
2015-01-05,,,,,,,,,,2015,1,2015
2015-01-06,,,,,,,,,,2015,1,2015
2015-01-07,,,,,,,,,,2015,1,2015
2015-01-08,,,,,,,,,,2015,1,2015
2015-01-09,,,,,,,,,,2015,1,2015
2015-01-10,,,,,,,,,,2015,1,2015
2015-01-11,,,,,,,,,,2015,1,2015
2015-01-12,,,,,,,,,,2015,1,2015
2015-01-13,,,,,,,,,,2015,1,2015
2015-01-14,,,,,,,,,,2015,1,2015
2015-01-15,,,,,,,,,,2015,1,2015
2015-01-16,,,,,,,,,,2015,1,2015
2015-01-17,,,,,,,,,,2015,1,2015
2015-01-18,,,,,,,,,,2015,1,2015
2015-01-19,,,,,,,,,,2015,1,2015
2015-01-20,,,,,,,,,,2015,1,2015
2015-01-21,,,,,,,,,,2015,1,2015
2015-01-22,,,,,,,,,,2015,1,2015
2015-01-23,,,,,,,,,,2015,1,2015
2015-01-24,,,,,,,,,,2015,1,2015
2015-01-25,,,,,,,,,,2015,1,2015
2015-01-26,,,,,,,,,,2015,1,2015
2015-01-27,,,,,,,,,,2015,1,2015
2015-01-28,,,,,,,,,,2015,1,2015
2015-01-29,,,,,,,,,,2015,1,2015
2015-01-30,,,,,,,,,,2015,1,2015
2015-01-31,,,,,,,,,,2015,1,2015
2015-02-01,,,,,,,,,,2015,2,2015
2015-02-02,,,,,,,,,,2015,2,2015
2015-02-03,,,,,,,,,,2015,2,2015
2015-02-04,,,,,,,,,,2015,2,2015
2015-02-05,,,,,,,,,,2015,2,2015
2015-02-06,,,,,,,,,,2015,2,2015
2015-02-07,,,,,,,,,,2015,2,2015
2015-02-08,,,,,,,,,,2015,2,2015
2015-02-09,,,,,,,,,,2015,2,2015
2015-02-10,,,,,,,,,,2015,2,2015
2015-02-11,,,,,,,,,,2015,2,2015
2015-02-12,,,,,,,,,,2015,2,2015
2015-02-13,,,,,,,,,,2015,2,2015
2015-02-14,,,,,,,,,,2015,2,2015
2015-02-15,,,,,,,,,,2015,2,2015
2015-02-16,,,,,,,,,,2015,2,2015
2015-02-17,,,,,,,,,,2015,2,2015
2015-02-18,,,,,,,,,,2015,2,2015
2015-02-19,,,,,,,,,,2015,2,2015
2015-02-20,,,,,,,,,,2015,2,2015
2015-02-21,,,,,,,,,,2015,2,2015
2015-02-22,,,,,,,,,,2015,2,2015
2015-02-23,,,,,,,,,,2015,2,2015
2015-02-24,,,,,,,,,,2015,2,2015
2015-02-25,,,,,,,,,,2015,2,2015
2015-02-26,,,,,,,,,,2015,2,2015
2015-02-27,,,,,,,,,,2015,2,2015
2015-02-28,,,,,,,,,,2015,2,2015
2015-03-01,,,,,,,,,,2015,3,2015
2015-03-02,,,,,,,,,,2015,3,2015
2015-03-03,,,,,,,,,,2015,3,2015
2015-03-04,,,,,,,,,,2015,3,2015
2015-03-05,,,,,,,,,,2015,3,2015
2015-03-06,,,,,,,,,,2015,3,2015
2015-03-07,,,,,,,,,,2015,3,2015
2015-03-08,,,,,,,,,,2015,3,2015
2015-03-09,,,,,,,,,,2015,3,2015
2015-03-10,,,,,,,,,,2015,3,2015
2015-03-11,,,,,,,,,,2015,3,2015
2015-03-12,,,,,,,,,,2015,3,2015
2015-03-13,,,,,,,,,,2015,3,2015
2015-03-14,,,,,,,,,,2015,3,2015
2015-03-15,,,,,,,,,,2015,3,2015
2015-03-16,,,,,,,,,,2015,3,2015
2015-03-17,,,,,,,,,,2015,3,2015
2015-03-18,,,,,,,,,,2015,3,2015
2015-03-19,,,,,,,,,,2015,3,2015
2015-03-20,,,,,,,,,,2015,3,2015
2015-03-21,,,,,,,,,,2015,3,2015
2015-03-22,,,,,,,,,,2015,3,2015
2015-03-23,,,,,,,,,,2015,3,2015
2015-03-24,,,,,,,,,,2015,3,2015
2015-03-25,,,,,,,,,,2015,3,2015
2015-03-26,,,,,,,,,,2015,3,2015
2015-03-27,,,,,,,,,,2015,3,2015
